hospital_specialty_id,hospital_id,specialty_code,specialty_name,admissions_prev_fy,admissions_before_last_year
95287427-3f4b-45e3-91a9-daec6a5f7237,a4af1771-116a-403f-976a-2598d16ab6d5,OBG,Obstetrics & Gynaecology,952,1105
e8364b79-121c-4aeb-911a-7fea2e9ca32a,a4af1771-116a-403f-976a-2598d16ab6d5,MED,General Medicine,1066,856
047f0d0b-ed02-46d2-917b-dbde9a26c708,a4af1771-116a-403f-976a-2598d16ab6d5,NEURO,Neurology,1396,1420
ee66eed2-4907-445a-969f-fe3b631c7ffe,383efd30-cbe2-4006-a0d0-f5e8d18e4a7e,OBG,Obstetrics & Gynaecology,1491,534
9b469786-bad9-455f-8c64-777120e023a7,beab9dec-94ad-4cb1-95ca-dde775efb204,GS,General Surgery,1326,1182
74c525d4-6f93-40fe-8d6f-78ab81552129,beab9dec-94ad-4cb1-95ca-dde775efb204,MED,General Medicine,1980,1429
c2341286-f098-4fa8-917a-a8f16a5479bd,beab9dec-94ad-4cb1-95ca-dde775efb204,OBG,Obstetrics & Gynaecology,528,1429
bb6cf909-1654-4abe-82dc-b78d08512db0,beab9dec-94ad-4cb1-95ca-dde775efb204,PEDS,Paediatrics,1108,326
8bb410c7-8ef3-4b94-978c-b2ad7c8d85ff,7edeb341-4f12-4e75-b43e-a189b9d38f28,OBG,Obstetrics & Gynaecology,1425,1659
5cb1e690-4878-458c-b4ff-548fb182868b,7edeb341-4f12-4e75-b43e-a189b9d38f28,DERM,Dermatology,338,469
2dc9577d-8bc4-46a4-b35b-992a5c047376,7edeb341-4f12-4e75-b43e-a189b9d38f28,MED,General Medicine,541,638
85d0b281-6094-44ec-9983-0a37851e094e,7edeb341-4f12-4e75-b43e-a189b9d38f28,OPTH,Ophthalmology,1274,901
b1792ba6-1b42-4184-9999-e162fd1d089d,7edeb341-4f12-4e75-b43e-a189b9d38f28,NEURO,Neurology,173,660
c07b3f43-6353-4ccf-b0c1-b44d88a3d08c,cbbb28b2-f37d-43a6-a2a5-fc6e95c2e9df,MED,General Medicine,784,1712
09b40140-84af-4265-a0d1-8b7513e9d3cc,cbbb28b2-f37d-43a6-a2a5-fc6e95c2e9df,OPTH,Ophthalmology,1089,1501
2549716e-2437-435a-a5d5-79bff46e8752,cbbb28b2-f37d-43a6-a2a5-fc6e95c2e9df,URO,Urology,1759,346
339ab93d-5b60-4b0f-89fd-f329c53f6384,cbbb28b2-f37d-43a6-a2a5-fc6e95c2e9df,ORTH,Orthopaedics,1178,944
dcbaa2e5-442a-4dd7-b29a-9b96eff95895,cbbb28b2-f37d-43a6-a2a5-fc6e95c2e9df,OBG,Obstetrics & Gynaecology,1573,974
ee354349-fac6-4c7a-a37b-87a78798df7a,6370ad26-6d44-4337-9ee9-dd0dc9f87a18,GS,General Surgery,498,531
dd08721c-22c1-4091-9bd3-30731cf30eda,6370ad26-6d44-4337-9ee9-dd0dc9f87a18,MED,General Medicine,1683,542
6679fd10-9c70-4ec5-96b7-9473a92a6451,d99ed17c-5b07-41ee-926d-ee4d1a0db132,CARD,Cardiology,897,1570
b993388d-d185-488b-bbc3-dc461d3deae3,d99ed17c-5b07-41ee-926d-ee4d1a0db132,OBG,Obstetrics & Gynaecology,440,644
3d10c3e5-2300-43f7-8467-de54ff3f76aa,d99ed17c-5b07-41ee-926d-ee4d1a0db132,MED,General Medicine,754,1261
2553160f-7f63-4d18-9736-48bea339b0b0,d99ed17c-5b07-41ee-926d-ee4d1a0db132,OPTH,Ophthalmology,805,1563
e27760ee-5142-4390-90a1-c1a015eb0a0f,b3131489-f06b-425d-9ccd-467eb7e1d542,MED,General Medicine,179,153
04c49099-085d-45dd-a657-72965e28c6b7,b3131489-f06b-425d-9ccd-467eb7e1d542,OBG,Obstetrics & Gynaecology,665,178
b8241a3f-f224-4d48-b385-77bd1c0c98e4,b3131489-f06b-425d-9ccd-467eb7e1d542,ORTH,Orthopaedics,445,1153
56174ac5-2616-46d1-837d-0754565c9b81,b3131489-f06b-425d-9ccd-467eb7e1d542,ONCO,Oncology,1621,772
69cab0a5-8215-4c55-a842-2479f76586e1,b3131489-f06b-425d-9ccd-467eb7e1d542,CARD,Cardiology,1021,1256
6feb21d9-8f0d-44ef-b2e3-8f948ec571fe,b3131489-f06b-425d-9ccd-467eb7e1d542,GS,General Surgery,969,381
1d1ad4a3-b223-4f32-8c3c-33a5a3820091,92a4daba-b6b6-45e5-9f77-f852770dcb99,OBG,Obstetrics & Gynaecology,187,280
9e751f55-1986-414e-b6a5-9524aed76ecb,92a4daba-b6b6-45e5-9f77-f852770dcb99,GS,General Surgery,1368,231
4df79ada-bdd4-40eb-b276-292ec468c5e6,92a4daba-b6b6-45e5-9f77-f852770dcb99,CARD,Cardiology,638,785
09ea3dba-2361-4494-8661-c64d69afaf91,92a4daba-b6b6-45e5-9f77-f852770dcb99,PEDS,Paediatrics,600,636
ecfbfff5-c774-49b7-9fa1-9fede5872712,d7935ac2-8820-4c6e-9ece-961b1da38c93,PEDS,Paediatrics,989,807
940bb2ef-2c42-4799-a735-b9dfb0b94e1b,d7935ac2-8820-4c6e-9ece-961b1da38c93,GS,General Surgery,624,1244
38fde99f-e9a4-420b-bee1-1add830e7d94,b8e2b260-4f55-4d4e-9246-3cd376a42856,OPTH,Ophthalmology,728,1265
0ed5e562-6f20-4a21-ab61-3b722497ec46,b8e2b260-4f55-4d4e-9246-3cd376a42856,OBG,Obstetrics & Gynaecology,1036,478
bb87ac36-431d-477b-8a6c-783ac1424c0c,b8e2b260-4f55-4d4e-9246-3cd376a42856,MED,General Medicine,336,1003
974d794c-337d-4bf7-a32e-8be77fef253b,b123c7ac-cb54-4042-ba26-b405b5c62baa,MED,General Medicine,519,1348
398a6188-e0a4-4b2e-9aee-4b3dcb68c8d2,b123c7ac-cb54-4042-ba26-b405b5c62baa,URO,Urology,1068,425
dab45aa0-ddd2-476e-8aa8-ddacf763fc26,b123c7ac-cb54-4042-ba26-b405b5c62baa,OBG,Obstetrics & Gynaecology,1939,543
700f0c8c-bf82-4483-b639-173d27136cfc,b123c7ac-cb54-4042-ba26-b405b5c62baa,PEDS,Paediatrics,845,79
cad25eb6-9d66-4c83-8afe-be273a21cd12,b026ca22-e993-4dd3-b76c-295589021af4,ONCO,Oncology,1081,1290
79a703b3-2c19-4a87-bfed-6cbcc5f200da,b026ca22-e993-4dd3-b76c-295589021af4,ORTH,Orthopaedics,343,1651
f9025250-cd69-45a2-8150-2004b47f0456,b026ca22-e993-4dd3-b76c-295589021af4,MED,General Medicine,787,1491
eaa594ec-4d76-4cd4-9f0c-2d1359b81261,b026ca22-e993-4dd3-b76c-295589021af4,DERM,Dermatology,317,1438
24c8e5ab-5371-4cf9-a969-ce2517e3e14c,0645da7f-f79d-4890-a1e0-a51a7a9cf6e7,OBG,Obstetrics & Gynaecology,443,1067
b722b102-970e-4dfb-9232-86a51b71bcea,2527c1b6-82d8-470e-9ca0-8e06deb23ed0,NEURO,Neurology,341,196
5e69f4e7-c532-4693-8e65-465e7800a3bb,2527c1b6-82d8-470e-9ca0-8e06deb23ed0,OBG,Obstetrics & Gynaecology,1970,290
6ec7c5c9-c7a9-4534-b26e-386dc7cb08b1,2527c1b6-82d8-470e-9ca0-8e06deb23ed0,OPTH,Ophthalmology,1247,1584
433758cf-ce4a-4bb5-8f97-407912f6d5f7,2527c1b6-82d8-470e-9ca0-8e06deb23ed0,ORTH,Orthopaedics,1299,473
e4af803a-b2c2-4c95-8e16-1826826fb423,08fc1f3d-a6f1-4ea0-90e5-580a39dd2baf,OBG,Obstetrics & Gynaecology,1803,1269
6f8a5513-8e7d-464f-89a6-3cffb84f45cd,08fc1f3d-a6f1-4ea0-90e5-580a39dd2baf,MED,General Medicine,779,370
362b60ba-2e22-404d-bcde-0e9e2b98c880,ced61793-a093-460c-b537-afcf03865341,OBG,Obstetrics & Gynaecology,1352,1612
b261903a-81b7-4039-9871-8e608d04b4e2,ced61793-a093-460c-b537-afcf03865341,OPTH,Ophthalmology,1391,700
3a66614c-c6a4-4a9a-b1bc-40bc7bb57165,ced61793-a093-460c-b537-afcf03865341,ORTH,Orthopaedics,1116,533
e1b727f4-6f29-4664-a846-2faff16f4c9f,ced61793-a093-460c-b537-afcf03865341,NEURO,Neurology,953,880
43b2eafc-d0cb-4e1c-95f4-664966bf2a17,b715add2-8aa2-44b1-a656-5fd5923104bc,CARD,Cardiology,1885,628
e6782874-8832-476f-aad1-203d887f3a68,b715add2-8aa2-44b1-a656-5fd5923104bc,OBG,Obstetrics & Gynaecology,1830,705
7ff9e56d-cd86-4eaa-b433-ead5b3ee8337,b715add2-8aa2-44b1-a656-5fd5923104bc,MED,General Medicine,1583,514
77303c2a-5766-44a4-b5ab-1e67d8b1067f,1671be92-42b2-455e-b48c-cbaf29a378cb,NEPHRO,Nephrology,709,344
94b83b63-3642-4074-9a9d-2bdd8f743ddd,1671be92-42b2-455e-b48c-cbaf29a378cb,OPTH,Ophthalmology,1503,693
b9c07c93-8138-408a-835a-49949df3be6a,310c286a-875d-456f-b815-37edfb352216,NEURO,Neurology,1850,1613
ffa3cec3-af36-4693-86a6-290a74ef3c55,310c286a-875d-456f-b815-37edfb352216,OPTH,Ophthalmology,1931,1219
9f99336d-e2bc-4cac-bccd-73e0006be8d7,310c286a-875d-456f-b815-37edfb352216,GS,General Surgery,891,267
52c1c130-e989-48d6-b618-efb696243187,310c286a-875d-456f-b815-37edfb352216,OBG,Obstetrics & Gynaecology,1821,1562
f44ca6b4-20bc-4b1e-ae1d-df5546e581e9,310c286a-875d-456f-b815-37edfb352216,PEDS,Paediatrics,1881,40
2e4eda68-cbb8-4046-a855-c6e610f4cd75,4dbc8e1d-62ce-4605-81f1-8497ff07e2f4,CARD,Cardiology,483,1213
89a57bf2-8c39-46ad-b30d-2568f493ba21,4dbc8e1d-62ce-4605-81f1-8497ff07e2f4,GS,General Surgery,1460,667
73b8e62e-851d-4931-b3ca-d743d6103265,4dbc8e1d-62ce-4605-81f1-8497ff07e2f4,ORTH,Orthopaedics,850,1592
97c71481-fd97-4fe1-a73e-3f076cdca338,4dbc8e1d-62ce-4605-81f1-8497ff07e2f4,OBG,Obstetrics & Gynaecology,97,1788
e7aeb0c0-7bb6-4ae9-894b-435317313282,4dbc8e1d-62ce-4605-81f1-8497ff07e2f4,MED,General Medicine,999,291
55164b17-5f09-4b45-b380-5f2fa8dc9321,1c09b438-b333-46b6-bc80-2db6ea3cc378,PSYCH,Psychiatry,229,1571
044cd7b3-e515-419b-b3f4-fa86a9ebda55,1c09b438-b333-46b6-bc80-2db6ea3cc378,OPTH,Ophthalmology,561,492
61f03750-01c1-4546-81ca-727d9057405d,1c09b438-b333-46b6-bc80-2db6ea3cc378,ORTH,Orthopaedics,844,1634
bc176467-adf8-401a-8372-c515b090339d,1c09b438-b333-46b6-bc80-2db6ea3cc378,OBG,Obstetrics & Gynaecology,582,1193
bd948196-2e4f-46bb-9033-ed00d81b2245,37a7248b-0a18-4b56-b333-4f11d5643ec8,OBG,Obstetrics & Gynaecology,862,580
3098ee4a-4a7b-4e93-945b-c02110f17df2,37a7248b-0a18-4b56-b333-4f11d5643ec8,GS,General Surgery,1966,92
8bf9ff9f-9601-4d6a-ab22-fb292572c332,86a5dc96-32d0-4859-ae22-c8b3841132d4,OBG,Obstetrics & Gynaecology,451,1361
de1d61c1-d73c-4070-a970-be94b64b895c,86a5dc96-32d0-4859-ae22-c8b3841132d4,GS,General Surgery,175,1391
6dd87a83-3493-40e3-86eb-3dfbb8aba81f,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,GS,General Surgery,1693,518
718d3521-0071-4bd4-89a3-f89ebad7b9cc,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,MED,General Medicine,89,1463
90248f89-d1d4-42e6-abc2-6ff72412205c,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,ENT,ENT,1200,1382
8056f408-1d3e-43b0-975b-8998b0e786b4,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,ONCO,Oncology,832,783
d8a944b7-17e4-41eb-9343-ba86f2104bad,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,OBG,Obstetrics & Gynaecology,1619,610
06e8801a-9f8e-42c7-a082-a5da35043fb1,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,ORTH,Orthopaedics,1627,1755
b00dd3ea-c6e6-40a2-bf3c-60e66c7bb19f,40cd2163-9c7f-4bd9-8a9d-7a5d870c2fc9,OBG,Obstetrics & Gynaecology,110,895
ef946dbb-1ac5-48c5-8ec3-9f0fd6cf49cd,40cd2163-9c7f-4bd9-8a9d-7a5d870c2fc9,GS,General Surgery,562,1692
b94d73cd-71bf-422a-8e2b-e6633fb75e75,40cd2163-9c7f-4bd9-8a9d-7a5d870c2fc9,PEDS,Paediatrics,1076,1567
199e004d-28f8-4342-aced-7354d528e784,40cd2163-9c7f-4bd9-8a9d-7a5d870c2fc9,ENT,ENT,1093,485
bacb8e82-a83c-40e1-b452-040dc3b6848d,40cd2163-9c7f-4bd9-8a9d-7a5d870c2fc9,ONCO,Oncology,1111,244
ebf0380e-0c6c-429e-8f5a-34c1a142d7fa,eed44eec-432d-4fdb-860a-a82d9acee039,MED,General Medicine,1672,1525
cd5d2759-fc1a-47d1-90a3-692d615efc09,eed44eec-432d-4fdb-860a-a82d9acee039,GS,General Surgery,691,561
42d6767e-c6a3-45fa-970c-fba578b482dd,eed44eec-432d-4fdb-860a-a82d9acee039,URO,Urology,220,1762
20587bfb-1328-4202-a44b-2ab562ebeb7e,eed44eec-432d-4fdb-860a-a82d9acee039,ENT,ENT,969,894
