hospital_license_id,hospital_id,license_name,certificate_no,issue_date,expiry_date,attachment_uri
05f3e365-e377-4a91-952f-767f39e4d6fe,1561406f-edb3-4119-8917-d1a9f26b1447,Ambulance Tie-Up Certificate,CERT_8VEBP6MAMB,2020-11-29,2022-05-06,s3://up-ab-licenses/LIC_QEE6D8G0BFUZ.pdf
d9b94284-6ab2-46ec-bb6e-5bd028c54186,1561406f-edb3-4119-8917-d1a9f26b1447,NABH Accreditation,CERT_YC9P6AO8VV,2023-04-29,2026-02-26,s3://up-ab-licenses/LIC_9XX1NNP5H0M1.pdf
8acb3257-a9d4-4bd2-8d21-5ceb79d6c778,1561406f-edb3-4119-8917-d1a9f26b1447,Fire Safety Certificate,CERT_NUTE339ACI,2021-11-01,2024-01-25,s3://up-ab-licenses/LIC_QZIFIOG45Z8F.pdf
2390a37c-cdbe-465b-8c98-37ba16e35367,1561406f-edb3-4119-8917-d1a9f26b1447,PCPNDT Registration,CERT_IZQIOFNOZD,2020-11-16,2024-12-31,s3://up-ab-licenses/LIC_FVDH36Q3HAO0.pdf
511fc80b-8cc2-4fcf-b7d9-6cb3c1d48bce,1561406f-edb3-4119-8917-d1a9f26b1447,NABL Accreditation,CERT_FYMFWJEMVE,2023-02-26,2028-02-11,s3://up-ab-licenses/LIC_AYGNUU11CSF1.pdf
23a34b02-6801-4995-a82e-6107d6568baf,1561406f-edb3-4119-8917-d1a9f26b1447,Blood Bank License,CERT_VUZ8XIDMUW,2023-05-17,2027-03-10,s3://up-ab-licenses/LIC_QFA2AWAO7PHQ.pdf
8907dc4e-33db-483a-bdac-cfcfbcb5a19f,f9a0b9af-663b-4b2c-b4a9-a8a56b99a8dd,Fire Safety Certificate,CERT_8WL4J8MQS7,2021-03-08,2023-12-07,s3://up-ab-licenses/LIC_YYI4N02N123X.pdf
5af6fc46-106f-47b7-b0f4-b8eb569b2864,f9a0b9af-663b-4b2c-b4a9-a8a56b99a8dd,NABH Accreditation,CERT_3F6MHRXJAC,2023-08-16,2026-03-28,s3://up-ab-licenses/LIC_VDT4XOYVNMGU.pdf
8e10a02a-1f59-4272-a6b8-0b483712d4ad,f9a0b9af-663b-4b2c-b4a9-a8a56b99a8dd,Lift Safety Certificate,CERT_BZWF02AM96,2024-05-27,2028-10-24,s3://up-ab-licenses/LIC_0Y210C6CZCIU.pdf
e8930f7d-388f-4801-8245-7ab7b8c22b8d,f9a0b9af-663b-4b2c-b4a9-a8a56b99a8dd,Biomedical Waste Management Certificate,CERT_WKT64L52VU,2024-08-21,2028-01-11,s3://up-ab-licenses/LIC_CCKETNIWOMOY.pdf
b655f0c4-8d0c-4b89-bb5e-f16b853431bb,f9a0b9af-663b-4b2c-b4a9-a8a56b99a8dd,Hospital Registration Certificate,CERT_W2IHOTNSGQ,2020-12-20,2024-07-02,s3://up-ab-licenses/LIC_DC2BBN81DV0Q.pdf
be1dccde-64d9-4650-8fb7-2c2768e322a2,18aab093-844f-4b2b-81f0-34c936832cd4,Clinical Establishment Act Registration,CERT_IMULGPURI0,2021-05-13,2025-09-13,s3://up-ab-licenses/LIC_ZU1PF7X2I6LA.pdf
5d67a9a9-219f-4daa-b6fe-804ef58434f5,18aab093-844f-4b2b-81f0-34c936832cd4,Fire Safety Certificate,CERT_85AN1TFOPO,2022-07-17,2024-06-09,s3://up-ab-licenses/LIC_RP1H7IM9RCLQ.pdf
1d8c0d7b-c8d3-4879-bf19-0b3622c97280,18aab093-844f-4b2b-81f0-34c936832cd4,Blood Bank License,CERT_EMCJNF4X0T,2023-06-18,2025-07-14,s3://up-ab-licenses/LIC_2ZWB9AN8RNHR.pdf
d794f7ae-6bfb-4b5d-b72b-7523de8a6786,18aab093-844f-4b2b-81f0-34c936832cd4,Pharmacy License,CERT_2D67AZFKEH,2025-07-11,2027-07-01,s3://up-ab-licenses/LIC_CNISB4THZQ2I.pdf
bbb0af2c-d2b3-41aa-9c1f-94364959cc8e,18aab093-844f-4b2b-81f0-34c936832cd4,NABL Accreditation,CERT_ZH6FCRMX3J,2022-03-29,2025-09-09,s3://up-ab-licenses/LIC_QCXQG1WL8QH2.pdf
09bbf532-a624-4fa8-ab14-7ecc3067be58,18aab093-844f-4b2b-81f0-34c936832cd4,Biomedical Waste Management Certificate,CERT_BE75AA9CXY,2024-02-27,2026-03-31,s3://up-ab-licenses/LIC_7KNXWUJGY387.pdf
37d23ab2-bc46-4910-874c-4be4111c1df3,18aab093-844f-4b2b-81f0-34c936832cd4,Pollution Control Clearance,CERT_WMZTNM0EPC,2023-03-20,2025-11-16,s3://up-ab-licenses/LIC_L5IQVGCRAKNL.pdf
16e2d69b-8177-4a67-a100-ae76ce18b614,6c68ced4-7801-48b9-9fd7-16063376ad14,Building Completion Certificate,CERT_S3GXV7ADNK,2021-10-19,2023-02-16,s3://up-ab-licenses/LIC_N4K90ACJW1SJ.pdf
dd7cd70b-9708-4a1b-8ac8-1e2ee442072c,6c68ced4-7801-48b9-9fd7-16063376ad14,Blood Bank License,CERT_13LIHVHG2Y,2022-01-08,2026-04-23,s3://up-ab-licenses/LIC_M4SFOPDRW08E.pdf
ef2891f4-72c1-4c31-889d-2c47f17e34b5,6c68ced4-7801-48b9-9fd7-16063376ad14,Ambulance Tie-Up Certificate,CERT_PF6XDRV393,2022-01-21,2026-05-06,s3://up-ab-licenses/LIC_BM64XWMCDHJY.pdf
90a55def-8e17-4efb-a6d7-54bcc7c10320,6c68ced4-7801-48b9-9fd7-16063376ad14,Biomedical Waste Management Certificate,CERT_FVKKVRMHHF,2025-08-02,2029-02-27,s3://up-ab-licenses/LIC_OMJEYUORZK0U.pdf
d2393a2e-c359-4738-9eaf-a6e3832ce41c,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,Lift Safety Certificate,CERT_CX4NS2ZNBL,2023-06-05,2025-11-01,s3://up-ab-licenses/LIC_MY92GNJFPDBP.pdf
ddcfd257-824f-491a-b645-ba99b65b6581,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,Fire Safety Certificate,CERT_ZWCFXZ62ZX,2025-03-16,2028-05-05,s3://up-ab-licenses/LIC_XX7TXMOKQ2BC.pdf
ba3d9bac-4869-43a4-88c4-9bbfa3d6eef7,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,NABL Accreditation,CERT_OOL5T7FALD,2021-11-08,2022-12-24,s3://up-ab-licenses/LIC_JN1TVM5DHMY5.pdf
00816f3e-6a41-4342-b4b6-818d8a00ae6f,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,Pharmacy License,CERT_ICJ27SDLPI,2024-04-20,2028-09-03,s3://up-ab-licenses/LIC_C5ZOLY482IVU.pdf
a78532a9-57f5-4681-a5ea-d38aff330c8f,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,Blood Bank License,CERT_ZFDUMANX05,2023-09-21,2027-07-14,s3://up-ab-licenses/LIC_VBYU8LY97VE9.pdf
2c8360aa-e12f-4cd0-89bb-ca8de8e24959,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,NABH Accreditation,CERT_JQP6IMI0SV,2023-04-23,2027-12-19,s3://up-ab-licenses/LIC_F1L52VT5QAVM.pdf
8d86da3d-3690-4b13-b7cb-3d7b24c4922a,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,PCPNDT Registration,CERT_2VJSIEMAM7,2022-06-10,2025-08-17,s3://up-ab-licenses/LIC_TR32QXTVYVRO.pdf
d30bc93c-3e53-42a2-b7c3-30c74417ff9f,bc446fea-52b0-42fa-8703-a4ee5a3a5a90,Hospital Registration Certificate,CERT_L5U06BQ6EP,2025-07-25,2030-02-01,s3://up-ab-licenses/LIC_JHW37GREA6EG.pdf
0b4aeb9b-38a6-4b25-a134-0ba3ab602ffa,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Pharmacy License,CERT_WK36HRUPGE,2022-09-26,2025-09-10,s3://up-ab-licenses/LIC_HL87SC6YLVDH.pdf
06e018a5-5bc7-4793-a981-d8cd43822cfd,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Building Completion Certificate,CERT_ROC96HR7JK,2024-09-27,2028-05-11,s3://up-ab-licenses/LIC_DG9EAL8MW6WO.pdf
93f17b89-04fb-4ee4-8495-55501a3122c8,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Biomedical Waste Management Certificate,CERT_52JSEQQHPJ,2025-02-18,2028-05-18,s3://up-ab-licenses/LIC_MQQBFUL32NDM.pdf
e3dea81e-6eb2-4e9f-8d34-e1a01ace6d61,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Ambulance Tie-Up Certificate,CERT_NYFXWNNFV7,2021-01-31,2022-09-25,s3://up-ab-licenses/LIC_F6BWURHVYUIC.pdf
9e8ca6cd-45b2-4109-8a50-ffe0542675f7,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Lift Safety Certificate,CERT_0K3N2DDRCG,2023-12-15,2028-07-29,s3://up-ab-licenses/LIC_51CYW93WYWVU.pdf
adb78333-5903-4ebf-ac90-a9aeaeac59e6,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Clinical Establishment Act Registration,CERT_HUJ1JPMHYS,2022-01-24,2023-04-09,s3://up-ab-licenses/LIC_9WD429E2SFCH.pdf
7105d19f-c636-42a7-b2b4-99d53423f038,59a8efba-d5b6-4d65-a2f6-361f9965cae3,Blood Bank License,CERT_4KRK7QF2TA,2021-06-22,2024-08-26,s3://up-ab-licenses/LIC_FMW73DNF9VYI.pdf
df90cead-7f99-4df6-af59-6994ee99bd81,50f6ceec-8460-4167-8d6b-3b199d81525e,Pharmacy License,CERT_IV9XDNQGFZ,2023-09-09,2028-05-26,s3://up-ab-licenses/LIC_RWSGGHVF7N0X.pdf
03715371-0ac8-43f2-9967-14d9f47eebaa,50f6ceec-8460-4167-8d6b-3b199d81525e,Fire Safety Certificate,CERT_4UI4163VXC,2023-10-31,2025-12-11,s3://up-ab-licenses/LIC_OTS3M58SETFI.pdf
13f3c6bb-c912-4958-8db6-ac64e13e4641,50f6ceec-8460-4167-8d6b-3b199d81525e,Hospital Registration Certificate,CERT_JTJH5WC4BV,2025-06-24,2029-09-18,s3://up-ab-licenses/LIC_1KWICN4WRH0P.pdf
e5205c6c-db42-450e-ba38-7e6d573f80ab,50f6ceec-8460-4167-8d6b-3b199d81525e,Lift Safety Certificate,CERT_1DY4P7FNIL,2025-03-19,2027-09-24,s3://up-ab-licenses/LIC_HZ36K8D8ISW8.pdf
06f01915-f753-4627-9239-a40870bf34e6,50f6ceec-8460-4167-8d6b-3b199d81525e,NABH Accreditation,CERT_ESCE4JNJVB,2021-02-16,2025-04-19,s3://up-ab-licenses/LIC_NEKBMJUULMN4.pdf
7c8afde5-ab40-400a-8f87-3c25f36b4864,50f6ceec-8460-4167-8d6b-3b199d81525e,Blood Bank License,CERT_4J9H8IBMGY,2023-06-29,2027-01-14,s3://up-ab-licenses/LIC_T9H7F7X34ONQ.pdf
3ae234c7-945a-49e4-bc8e-ac435c1b482a,50f6ceec-8460-4167-8d6b-3b199d81525e,Building Completion Certificate,CERT_R2NR9TV835,2024-10-28,2028-07-29,s3://up-ab-licenses/LIC_4O3JGUUAEIVD.pdf
b9cbe418-54b6-4e3a-be38-b63c1df8d65d,50f6ceec-8460-4167-8d6b-3b199d81525e,Ambulance Tie-Up Certificate,CERT_GYRC7N9QND,2024-05-20,2026-11-18,s3://up-ab-licenses/LIC_MV8FIJ8KJ7ZP.pdf
1c6f922d-3adb-45e9-ad7a-711a68685bbb,50f6ceec-8460-4167-8d6b-3b199d81525e,Biomedical Waste Management Certificate,CERT_GVXTWPZGBN,2022-07-31,2024-06-27,s3://up-ab-licenses/LIC_2NBSAOMARSNB.pdf
1f522ac5-9379-4a94-9676-0d5cc6fc3223,87b65ca7-bf10-41ed-8229-7524f6b3a30d,Clinical Establishment Act Registration,CERT_CDGOBNBK8F,2024-02-28,2028-06-17,s3://up-ab-licenses/LIC_MN11LWED10FJ.pdf
59784f79-87b3-4e65-94c1-80339cb58626,87b65ca7-bf10-41ed-8229-7524f6b3a30d,Biomedical Waste Management Certificate,CERT_TTNXMGE3SQ,2022-11-22,2024-10-25,s3://up-ab-licenses/LIC_8019J6WTC57C.pdf
b1818b06-0fc2-4e81-8696-1330b5aa5915,87b65ca7-bf10-41ed-8229-7524f6b3a30d,Pollution Control Clearance,CERT_I8UKV04D2V,2021-09-14,2026-04-17,s3://up-ab-licenses/LIC_1FONAW0ZV0BU.pdf
f26d079b-d0c9-49a1-a184-3aeb1b3f9d7b,87b65ca7-bf10-41ed-8229-7524f6b3a30d,NABH Accreditation,CERT_JD4CTJ8QN0,2021-08-31,2025-10-20,s3://up-ab-licenses/LIC_I0DXWXEUCRWT.pdf
8d43f58b-bcc8-4d1f-a3e7-e5635fdcad58,87b65ca7-bf10-41ed-8229-7524f6b3a30d,Hospital Registration Certificate,CERT_WMHKTWOAX3,2022-11-30,2027-03-06,s3://up-ab-licenses/LIC_TD2C6ZAPW8VC.pdf
a2cae04d-f9f2-423a-baaf-0bac299a5051,87b65ca7-bf10-41ed-8229-7524f6b3a30d,Lift Safety Certificate,CERT_M9Z2964D7W,2024-12-05,2027-10-08,s3://up-ab-licenses/LIC_7GNOGQE9SGH9.pdf
66fa1b5e-8b23-40de-a100-192ef2514262,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Ambulance Tie-Up Certificate,CERT_QFUER9VUDD,2025-04-15,2026-09-27,s3://up-ab-licenses/LIC_CIK3JKAHVOT0.pdf
37fe0b02-e863-49fa-923d-03069d9b165c,d31b4920-2059-47f5-83ab-ae5df3b24e6b,NABH Accreditation,CERT_Q313INMI0K,2022-11-17,2024-10-27,s3://up-ab-licenses/LIC_7DVABXEVJSCB.pdf
3468b294-a2a8-482a-a5e9-08b562550377,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Biomedical Waste Management Certificate,CERT_QGQ80GRZB3,2020-11-09,2024-07-24,s3://up-ab-licenses/LIC_0XQGPCWW40PZ.pdf
e3eccd94-fc89-4826-a0dd-1a771326ec37,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Fire Safety Certificate,CERT_59EJVKJBAD,2024-12-22,2029-07-23,s3://up-ab-licenses/LIC_71RGH9KPF0PL.pdf
eac7f477-12f9-4584-b4e7-aacaa857de5f,d31b4920-2059-47f5-83ab-ae5df3b24e6b,PCPNDT Registration,CERT_N30EQQBO8D,2024-04-02,2028-02-17,s3://up-ab-licenses/LIC_SDUSW4FPGDED.pdf
1a3eaf0a-affb-4bd4-8a94-512226a5205b,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Pollution Control Clearance,CERT_JLUX7AEL1N,2024-09-17,2028-05-24,s3://up-ab-licenses/LIC_PM3XX45UPE8L.pdf
4d44de59-d327-469d-9351-5471a2a54b02,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Lift Safety Certificate,CERT_PL9U56KTIR,2024-12-05,2025-09-16,s3://up-ab-licenses/LIC_L9PN06JDVGGP.pdf
a4b750fc-a74c-4c84-9118-f580bb86478c,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Clinical Establishment Act Registration,CERT_BEZQR99950,2022-12-08,2027-05-24,s3://up-ab-licenses/LIC_4RUJJN7MCY3S.pdf
1a2b0eb1-d1c5-48d3-85dd-9ce9033a870d,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Pharmacy License,CERT_2221CX5BWB,2025-07-25,2029-05-06,s3://up-ab-licenses/LIC_Z50BJQY2I5DT.pdf
3d1eef40-2b52-4361-907c-27d161369c68,d31b4920-2059-47f5-83ab-ae5df3b24e6b,Blood Bank License,CERT_NYM7SOB7XY,2023-02-27,2025-06-03,s3://up-ab-licenses/LIC_L7JJLUBJBFMB.pdf
43d840e7-0da3-4180-a7fa-41b0e688b71d,2621e5d6-3fdd-4caa-b8a8-df10690bbe49,Lift Safety Certificate,CERT_52GRBCUZ4M,2024-07-15,2028-01-27,s3://up-ab-licenses/LIC_34JOWKSIUDBI.pdf
6b94230c-96c0-4421-bd92-e8c3009d473e,2621e5d6-3fdd-4caa-b8a8-df10690bbe49,Blood Bank License,CERT_366807D3LK,2025-04-20,2025-07-02,s3://up-ab-licenses/LIC_9RUAU0JOIQAP.pdf
bb448c67-c32d-4ab3-8e32-8b709f441225,2621e5d6-3fdd-4caa-b8a8-df10690bbe49,Pharmacy License,CERT_5GB1NCM171,2025-08-03,2026-12-29,s3://up-ab-licenses/LIC_QRDKOZWEBW4J.pdf
e1ef5ac7-f87c-4376-9800-3c32cc551ff3,2621e5d6-3fdd-4caa-b8a8-df10690bbe49,PCPNDT Registration,CERT_PL48R3BDBA,2021-08-19,2026-08-11,s3://up-ab-licenses/LIC_IV0N8KC84C9D.pdf
def0c793-ca93-4f68-8587-2b57120a794a,95f235be-b1f5-44dd-bd72-e4ff493eed15,Clinical Establishment Act Registration,CERT_6UX7HDCI0F,2023-08-25,2025-11-15,s3://up-ab-licenses/LIC_E19ASBIDF5ZC.pdf
d1e24335-3ee6-4f87-bcce-a2f01221208a,95f235be-b1f5-44dd-bd72-e4ff493eed15,Pharmacy License,CERT_SMWLYQIF57,2024-08-29,2027-04-03,s3://up-ab-licenses/LIC_SUGELJCEG2SU.pdf
ef9a57f6-f868-408a-971c-4fa20dc27cf6,95f235be-b1f5-44dd-bd72-e4ff493eed15,Blood Bank License,CERT_SM4EYVHPH1,2021-02-26,2024-11-04,s3://up-ab-licenses/LIC_MCN42JADF4DR.pdf
e36be4ba-89d6-4b2c-bbe0-2a2594483a9a,95f235be-b1f5-44dd-bd72-e4ff493eed15,Ambulance Tie-Up Certificate,CERT_8AQ248RXQV,2021-08-30,2026-03-20,s3://up-ab-licenses/LIC_E66U6K41V4LB.pdf
8f23f67c-fc69-49c1-b918-b824fde02f2e,95f235be-b1f5-44dd-bd72-e4ff493eed15,Building Completion Certificate,CERT_YF7K9NKWA7,2022-04-15,2026-05-11,s3://up-ab-licenses/LIC_UIDDI9TNYN04.pdf
fdd01882-53ba-46c9-b5dc-1a74121ce3a2,95f235be-b1f5-44dd-bd72-e4ff493eed15,Pollution Control Clearance,CERT_338JWA2HKP,2022-08-05,2024-10-26,s3://up-ab-licenses/LIC_QPAXNIKTD8PP.pdf
3f55a324-e1e7-4588-be8b-fd4c736b9139,95f235be-b1f5-44dd-bd72-e4ff493eed15,NABH Accreditation,CERT_NZHMK75Y18,2020-12-07,2025-11-03,s3://up-ab-licenses/LIC_59ORGQV8N3UH.pdf
5dce7cf2-4d93-41ba-9356-10e902adf876,95f235be-b1f5-44dd-bd72-e4ff493eed15,Lift Safety Certificate,CERT_H5CK0YN8BH,2024-04-02,2026-04-29,s3://up-ab-licenses/LIC_WRE5EDCA1V5I.pdf
f39bdcf8-d043-45d0-b428-738f2b8a6f61,24267565-7dcb-4f3b-b6cd-1c0f075379c0,Biomedical Waste Management Certificate,CERT_OX5VV3JRD2,2022-05-18,2024-03-19,s3://up-ab-licenses/LIC_XSWZDIZAIJ8M.pdf
f24d73d0-57d8-404d-9500-42fff482163f,24267565-7dcb-4f3b-b6cd-1c0f075379c0,Blood Bank License,CERT_QF4Z1L30WO,2025-03-27,2026-10-14,s3://up-ab-licenses/LIC_12U4GR1CEKCO.pdf
24f51ca7-a1ac-4ed7-bb1b-4d9d353da335,24267565-7dcb-4f3b-b6cd-1c0f075379c0,Fire Safety Certificate,CERT_14KKNMH47Q,2022-12-30,2026-01-13,s3://up-ab-licenses/LIC_E4MG50I3ODR4.pdf
43c3425e-33ba-476b-ba40-cefcb2828e5f,24267565-7dcb-4f3b-b6cd-1c0f075379c0,Pollution Control Clearance,CERT_9WUOHZ6OE4,2024-03-21,2027-07-02,s3://up-ab-licenses/LIC_HNLG3S7QD0MC.pdf
27b4f5e6-31f6-48a5-9be8-857dd4199395,24267565-7dcb-4f3b-b6cd-1c0f075379c0,Lift Safety Certificate,CERT_V2SN6BPGKC,2021-04-13,2025-09-15,s3://up-ab-licenses/LIC_0IFH2LW5XPRL.pdf
f6ee6937-3791-4690-9d05-1ecb1d20a632,24267565-7dcb-4f3b-b6cd-1c0f075379c0,Hospital Registration Certificate,CERT_EAMEQ40YW7,2024-05-12,2028-10-15,s3://up-ab-licenses/LIC_WM221K0QDJ41.pdf
09dd297c-96a9-4dab-a1e7-ad8d2e6ab47a,c278f54d-0390-47b6-bda2-b51aec673c31,Building Completion Certificate,CERT_O6K3C0W9CM,2022-02-21,2026-08-05,s3://up-ab-licenses/LIC_QUOB0Z1SEW7F.pdf
abca4a3c-20c9-4c85-8ddb-1429af176795,c278f54d-0390-47b6-bda2-b51aec673c31,Lift Safety Certificate,CERT_ZN4USVMDGB,2021-12-25,2024-04-20,s3://up-ab-licenses/LIC_22GQGQT85VTU.pdf
98532905-a6eb-4fad-9896-4d0ca35ef30b,c278f54d-0390-47b6-bda2-b51aec673c31,Pharmacy License,CERT_P4G1BT483N,2025-04-23,2028-12-07,s3://up-ab-licenses/LIC_5YCSSRICN8TY.pdf
7922e5c1-6330-4de0-bbc8-f7d70b659d07,c278f54d-0390-47b6-bda2-b51aec673c31,PCPNDT Registration,CERT_TDTMEZ3OB8,2023-03-11,2025-10-11,s3://up-ab-licenses/LIC_KXDOL8NT8N9Q.pdf
68e4898c-cc57-49d7-894f-1b44663abd94,c278f54d-0390-47b6-bda2-b51aec673c31,Pollution Control Clearance,CERT_1WWU1SPG1K,2022-07-06,2024-02-13,s3://up-ab-licenses/LIC_118VCECCYNV6.pdf
a335937a-e854-4d86-8a99-29dd3d2868d7,c278f54d-0390-47b6-bda2-b51aec673c31,Ambulance Tie-Up Certificate,CERT_1GPC4JZ64U,2024-03-22,2029-01-08,s3://up-ab-licenses/LIC_JCLX8I431RND.pdf
e5ae4434-ad04-4917-9079-aded53c9c742,c278f54d-0390-47b6-bda2-b51aec673c31,Blood Bank License,CERT_9OJYE1XGSL,2024-03-29,2029-01-02,s3://up-ab-licenses/LIC_8TX0VJR9MD13.pdf
f582d8d5-45ec-426c-a132-3ae55a39ae0f,c278f54d-0390-47b6-bda2-b51aec673c31,Biomedical Waste Management Certificate,CERT_XWG5WO2ADL,2024-02-22,2025-03-06,s3://up-ab-licenses/LIC_CCQM7VQO4LQ9.pdf
26e69c05-a543-4d1a-8865-42bea4b13049,c278f54d-0390-47b6-bda2-b51aec673c31,Clinical Establishment Act Registration,CERT_BP22RXXY2E,2021-11-17,2025-03-06,s3://up-ab-licenses/LIC_XVMMEJA6RV2U.pdf
106188b4-189f-4fc2-866a-3080420e7df0,c278f54d-0390-47b6-bda2-b51aec673c31,NABL Accreditation,CERT_2SPC41T8KH,2020-12-17,2024-07-19,s3://up-ab-licenses/LIC_XBHWYVNWN4HR.pdf
626e0c62-d76c-4f68-9a4b-f30ba3fb3816,e7843a89-5bc2-4ede-aeb9-fd6e59d9481b,NABL Accreditation,CERT_1NYOFS5FJG,2024-10-10,2028-02-24,s3://up-ab-licenses/LIC_96URR3R5ZZNW.pdf
6ff100f3-2487-4968-becc-a4f661654b5d,e7843a89-5bc2-4ede-aeb9-fd6e59d9481b,Pharmacy License,CERT_LRU3ZHQVGR,2021-01-28,2023-08-28,s3://up-ab-licenses/LIC_CRQYR83X07BL.pdf
a095ca1e-288a-405e-9493-b87a24f1b3f3,e7843a89-5bc2-4ede-aeb9-fd6e59d9481b,PCPNDT Registration,CERT_QJZBOATGU4,2024-08-22,2028-07-15,s3://up-ab-licenses/LIC_X4ZPR55G3WWV.pdf
ec3476e8-8c91-4261-a792-84879b104bcc,e7843a89-5bc2-4ede-aeb9-fd6e59d9481b,Building Completion Certificate,CERT_AXQMU9FNC9,2022-04-10,2025-06-15,s3://up-ab-licenses/LIC_0V1YGLR3I9I8.pdf
aa855ea3-0ed3-48cb-9e21-6e91bf1be1bf,9878f087-5008-4e9a-91db-118ffc6d2f1e,Pharmacy License,CERT_7NB4J2TSVY,2024-10-23,2027-03-21,s3://up-ab-licenses/LIC_LYZ52111MDR2.pdf
